%
%
% Run:wwm   Table:BUOYS             SWAN version:41.51
%
%       Hsig          Tm01          Tm02          Dspr          Dir           RTpeak        TPsmoo        Dist          Depth         Botlev      X-Windv       Y-Windv         Watlev   
%       [m]           [sec]         [sec]         [degr]        [degr]        [sec]         [sec]         [m]           [m]           [m]           [m/s]         [m/s]         [m]      
%
      1.69592        7.7984        6.2768       23.9137       225.832       16.8625       16.6959           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.47853        7.7602        6.2515       30.0061       235.324       16.8625       16.7090          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.63753        7.7296        6.2616       24.1143       235.768       16.8625       16.6958          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.98017        7.8776        6.1621       21.6352       232.301       16.8625       16.7507        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.98277        8.1025        6.3341       18.2279       230.616       16.8625       16.7575        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      2.03793        8.1209        6.3965       21.2735       229.009       16.8625       16.7551        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.09929        7.3197        5.5767       28.5537       263.077       16.8625       16.7771       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.08960        7.2570        5.5084       29.1595       263.270       16.8625       16.7759       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.10904        7.3258        5.5656       29.0732       264.316       16.8625       16.7759       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.62601        7.6733        6.1738       19.5233       221.790       16.8625       16.5104            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.68567        7.7573        6.2470       23.8470       225.908       16.8625       16.5101           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.47206        7.7233        6.2304       29.8454       235.230       16.8625       16.5292          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.62965        7.6965        6.2439       24.0601       235.692       16.8625       16.5110          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.95575        7.8621        6.1550       21.6323       232.290       16.8625       16.7054        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.95797        8.0826        6.3203       18.2168       230.608       16.8625       16.7101        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      2.01289        8.0927        6.3682       21.2616       228.987       16.8625       16.7087        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.08851        7.3001        5.5562       28.5911       262.863       16.8625       16.7267       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.07880        7.2393        5.4983       29.1916       263.048       16.8625       16.7260       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.09820        7.3100        5.5652       29.1080       264.096       16.8625       16.7263       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.61322        7.6347        6.1429       19.5679       221.967       16.8625       16.3144            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.67469        7.7169        6.2214       23.8139       226.047       16.8625       16.3072           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.46519        7.6863        6.2106       29.7054       235.205       16.8625       16.3327          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.62111        7.6639        6.2287       24.0407       235.682       16.8625       16.3034          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.92717        7.8518        6.1582       21.6414       232.360       16.8625       16.6745        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.92948        8.0654        6.3062       18.2247       230.654       16.8625       16.6812        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.98372        8.0698        6.3321       21.2669       229.024       16.8625       16.6787        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.07775        7.2871        5.5536       28.6415       262.618       16.8625       16.7164       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.06799        7.2250        5.4916       29.2392       262.799       16.8625       16.7156       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.08730        7.2969        5.5561       29.1594       263.852       16.8625       16.7161       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.59784        7.5875        6.1147       19.6069       222.150       15.3937       15.9595            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.66154        7.6696        6.1956       23.7703       226.168       15.3937       15.9583           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.45707        7.6420        6.1882       29.5367       235.126       15.3937       15.9834          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.61141        7.6251        6.2218       24.0010       235.608       15.3937       15.9585          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.88756        7.8096        6.1242       21.6605       232.402       10.6913       10.5248        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.88945        8.0239        6.2876       18.2341       230.693       10.6913       10.5346        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.94217        8.0304        6.3018       21.2729       229.056       10.6913       10.5325        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.06257        7.2473        5.5052       28.7246       262.267       16.8625       16.5948       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.05272        7.1939        5.4809       29.3136       262.445       16.8625       16.5927       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.07194        7.2609        5.5265       29.2360       263.509       16.8625       16.5923       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.58112        7.5283        6.0788       19.6445       222.368       15.3937       15.6823            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.64693        7.6100        6.1635       23.7197       226.317       15.3937       15.6821           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.44770        7.5839        6.1583       29.3435       235.059       15.3937       15.6991          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.59955        7.5758        6.1928       23.9938       235.580       15.3937       15.6823          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.84623        7.7551        6.0784       21.7181       232.517       10.6913       10.4516        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.84760        7.9671        6.2499       18.2685       230.779       10.6913       10.4617        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.89972        7.9719        6.2580       21.3122       229.148       10.6913       10.4597        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.04832        7.2161        5.4892       28.7795       261.965       16.8625       16.4653       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.03846        7.1574        5.4447       29.3602       262.138       16.8625       16.4641       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.05765        7.2199        5.4709       29.2903       263.202       16.8625       16.4643       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.56765        7.4761        6.0447       19.6987       222.582       15.3937       15.5371            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.63480        7.5574        6.1312       23.7101       226.488       15.3937       15.5370           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.43979        7.5332        6.1318       29.2115       235.068       15.3937       15.5491          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.58971        7.5324        6.1736       24.0009       235.616       15.3937       15.5376          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.80063        7.7149        6.0772       21.7388       232.567       10.6913       10.3750        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.80144        7.9025        6.1990       18.2986       230.815       10.6913       10.3833        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.85277        7.9119        6.2254       21.3279       229.193       10.6913       10.3822        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.02870        7.1602        5.4428       28.8807       261.483       10.6913       10.4791       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      1.01877        7.1026        5.4022       29.4641       261.640       10.6913       10.4769       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.03772        7.1725        5.4538       29.3912       262.720       10.6913       10.4777       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.55756        7.4448        6.0229       19.7404       222.777       15.3937       15.4594            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.62560        7.5251        6.1101       23.7007       226.660       15.3937       15.4592           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.43398        7.5026        6.1148       29.1042       235.119       15.3937       15.4693          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.58214        7.5049        6.1588       24.0027       235.695       15.3937       15.4600          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.75175        7.6609        6.0462       21.8205       232.663       15.3937       15.6443        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.75156        7.8429        6.1693       18.3493       230.883       15.3937       15.6545        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.80203        7.8491        6.1872       21.3742       229.290       15.3937       15.6488        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      1.00881        7.0994        5.4028       28.9544       261.083       15.3937       15.8090       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      0.99891        7.0410        5.3639       29.5273       261.232       15.3937       15.8068       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.01767        7.1151        5.4251       29.4554       262.323       15.3937       15.8056       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.55045        7.4290        6.0151       19.7251       222.890       15.3937       15.4364            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.61920        7.5085        6.1024       23.6392       226.748       15.3937       15.4364           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.43003        7.4868        6.1046       28.9806       235.108       15.3937       15.4453          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.57665        7.4906        6.1499       23.9478       235.708       15.3937       15.4371          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.71089        7.6213        6.0391       21.8815       232.755       15.3937       15.5114        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.71000        7.7855        6.1186       18.3958       230.957       15.3937       15.5183        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.75978        7.8025        6.1720       21.4107       229.379       15.3937       15.5149        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.99131        7.0598        5.4133       29.0033       260.797       15.3937       15.6447       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      0.98151        6.9899        5.3327       29.5842       260.930       15.3937       15.6437       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      1.00003        7.0693        5.4135       29.5055       262.031       15.3937       15.6433       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
      1.54142        7.4013        5.9899       19.6714       222.975       15.3937       15.3837            0.        3.1959        2.6959        0.0000        0.0000        0.5000 
      1.61111        7.4790        6.0726       23.5260       226.786       15.3937       15.3836           64.        3.5038        3.0038        0.0000        0.0000        0.5000 
      1.42495        7.4596        6.0847       28.7977       235.018       15.3937       15.3935          110.        2.1989        1.6989        0.0000        0.0000        0.5000 
      1.56967        7.4648        6.1289       23.8432       235.644       15.3937       15.3844          166.        3.1985        2.6985        0.0000        0.0000        0.5000 
      1.68013        7.6050        6.0385       21.9055       232.738       15.3937       15.4397        69765.        9.4982        8.9982        0.0000        0.0000        0.5000 
      1.67882        7.7659        6.1214       18.4260       230.967       15.3937       15.4456        69937.        6.5012        6.0012        0.0000        0.0000        0.5000 
      1.72830        7.7705        6.1371       21.4366       229.385       15.3937       15.4432        70077.        7.2997        6.7997        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114031.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114099.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.00000       -9.0000       -9.0000       -9.0000      -999.000       -9.0000       -9.0000       114156.        1.5000        1.0000        0.0000        0.0000        0.5000 
      0.97115        7.0059        5.3489       29.1113       260.481       15.3937       15.5384       122532.        4.3996        3.8996        0.0000        0.0000        0.5000 
      0.96133        6.9492        5.3178       29.6666       260.624       15.3937       15.5371       122599.        4.7998        4.2998        0.0000        0.0000        0.5000 
      0.97965        7.0150        5.3437       29.6067       261.721       15.3937       15.5370       122657.        4.5000        4.0000        0.0000        0.0000        0.5000 
